attraction_id,name,country,province,city,location,price,rating
29,"niagara_winter_wonderland_tour_-_air_tour,_winery_tour,_chocolate_factory_tour",canada,ontario,niagara_falls,"{'lat': 43.1897478, 'lng': -79.1701169}",144.5,-1.0
30,thousand_islands_two_castle_helicopter_tour,canada,ontario,things_to_do_in_gananoque,"{'lat': 44.3474018, 'lng': -76.1751743}",265.64,5.0
31,helicopter_tour_over_mont-tremblant,canada,quebec,mont_tremblant,"{'lat': 46.1141489, 'lng': -74.5413873}",171.31,5.0
32,sechelt_panorama_seaplane_experience,canada,british_columbia,sunshine_coast,"{'lat': 48.4241277, 'lng': -123.3707833}",119.0,-1.0
33,victoria_and_butchart_gardens_by_seaplane_and_speed_boat,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",489.0,5.0
34,whistler_day_trip_by_seaplane_from_vancouver,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",409.0,4.5
35,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,canada,british_columbia,vancouver,"{'lat': 48.4227209, 'lng': -123.3689786}",447.57,5.0
36,vancouver_to_victoria_by_seaplane_and_ferry,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",289.0,4.5
37,seaplane_flight_to_victoria_with_ground_transport_and_butchart_gardens_admission,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",449.0,5.0
38,helicopter_ride_over_the_falls_and_sit_down_meal_at_elements_located_on_falls,canada,ontario,niagara_falls,"{'lat': 40.751976, 'lng': -73.986603}",265.84,-1.0
39,quebec_city_helicopter_tour_over_montmorency_falls,canada,quebec,quebec_city,"{'lat': 46.799969, 'lng': -71.3723555}",218.4,4.5
40,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,canada,british_columbia,vancouver_island,"{'lat': 48.4241277, 'lng': -123.3707833}",439.0,5.0
41,vancouver_to_victoria_seaplane_flight,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",218.0,5.0
42,victoria_to_vancouver_seaplane_flight,canada,british_columbia,vancouver_island,"{'lat': 48.4241277, 'lng': -123.3707833}",218.0,5.0
43,toronto_aerial_tour_in_luxury_with_a_niagara_falls_winery_tour_and_tasting,canada,ontario,toronto,"{'lat': 56.130366, 'lng': -106.346771}",189.0,-1.0
44,air_taxi_and_tour_from_toronto_-_niagara_including_ground_transport_to_niagara_hotels,canada,ontario,toronto,"{'lat': 43.1897478, 'lng': -79.1701169}",563.87,5.0
45,tofino_to_vancouver_seaplane_flight,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",299.0,-1.0
46,whistler_to_vancouver_scenic_flight,canada,british_columbia,whistler,"{'lat': 50.1436794, 'lng': -122.9485982}",208.01,-1.0
47,exhilarating_120km_aerial_tour_of_toronto,canada,ontario,things_to_do_in_markham,"{'lat': 56.130366, 'lng': -106.346771}",79.0,5.0
48,boldt_castle_and_thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,"{'lat': 44.3474018, 'lng': -76.1751743}",172.84,5.0
49,icefields_parkway_sidecar_ride_and_champagne_helicopter_flight,canada,alberta,canadian_rockies,"{'lat': 52.8751775, 'lng': -118.0820833}",-1.0,-1.0
50,ultimate_thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,"{'lat': 44.3474018, 'lng': -76.1751743}",522.0,5.0
51,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",569.0,4.5
52,gulf_islands_kayak_and_seaplane_adventure,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",629.0,5.0
53,yellowknife_helicopter_tour,canada,northwest_territories,yellowknife,"{'lat': 62.4549765, 'lng': -114.3722764}",240.0,-1.0
54,seaplane_tour_with_admission_to_capilano_suspension_bridge_park,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",169.0,5.0
55,whistler_to_victoria_scenic_flight,canada,british_columbia,whistler,"{'lat': 50.1436794, 'lng': -122.9485982}",285.0,4.0
56,whistler_alpine_picnic_helicopter_tour,canada,british_columbia,whistler,"{'lat': 49.1830074, 'lng': -123.176599}",630.0,-1.0
57,niagara_falls_by_airplane_and_land_winter_tour_with_wine_tasting_from_toronto,canada,ontario,niagara_falls,"{'lat': 43.1897478, 'lng': -79.1701169}",339.0,-1.0
58,strait_of_georgia_seaplane_tour_from_sechelt,canada,british_columbia,sunshine_coast,"{'lat': 48.4241277, 'lng': -123.3707833}",139.0,-1.0
59,whistler_backcountry_flightseeing_tour,canada,british_columbia,squamish,"{'lat': 49.783335, 'lng': -123.159769}",219.45,5.0
60,2-day_niagara_falls_day_trip_from_new_york_city_by_train_and_air,united_states,new_york_(ny),new_york_city,"{'lat': 40.751976, 'lng': -73.986603}",952.92,1.0
61,whistler_bus_tour_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",353.0,5.0
63,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",389.0,4.5
64,"shuttle_to_zodiac_nature_tour,_seaside_dinner,_and_return_to_vancouver_by_seaplane",canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",299.0,-1.0
65,thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,"{'lat': 44.3474018, 'lng': -76.1751743}",114.84,5.0
66,victoria_panorama_seaplane_tour,canada,british_columbia,vancouver_island,"{'lat': 48.4241277, 'lng': -123.3707833}",125.0,4.5
67,whistler_flightseeing_tour_with_alpine_lake_landing_and_optional_lunch,canada,british_columbia,whistler,"{'lat': 50.1436794, 'lng': -122.9485982}",365.0,5.0
68,vancouver_to_tofino_seaplane_flight,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",299.0,-1.0
69,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",canada,ontario,toronto,"{'lat': 43.6837428, 'lng': -79.5929134}",260.0,4.5
70,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,canada,ontario,niagara_falls,"{'lat': 43.102436, 'lng': -78.961638}",149.89,5.0
71,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,united_states,washington_(wa),seattle,nil,170.41,4.5
72,half-day_whale_watching_adventure_from_vancouver,canada,british_columbia,vancouver,"{'lat': 48.4227209, 'lng': -123.3689786}",181.13,4.5
73,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,canada,ontario,toronto,nil,149.0,4.5
74,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,united_states,new_york_(ny),niagara_falls,"{'lat': 43.102436, 'lng': -78.961638}",136.26,4.5
75,whale-watching_cruise_with_expert_naturalists,canada,british_columbia,vancouver_island,"{'lat': 48.4224072, 'lng': -123.3670534}",94.5,5.0
76,vancouver_harbor_sunset_dinner_cruise,canada,british_columbia,vancouver,"{'lat': 49.29419, 'lng': -123.133059}",97.69,4.5
77,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",canada,alberta,canadian_rockies,"{'lat': 52.8780879, 'lng': -118.0799308}",72.45,5.0
78,victoria_whale_and_wildlife_cruise,canada,british_columbia,vancouver_island,"{'lat': 48.4225678, 'lng': -123.3824385}",151.2,5.0
79,victoria_whale_watching_adventure_in_a_zodiac_vessel,canada,british_columbia,vancouver_island,"{'lat': 48.4227209, 'lng': -123.3689786}",116.82,5.0
80,vancouver_harbor_and_indian_arm_lunch_cruise,canada,british_columbia,vancouver,"{'lat': 49.29419, 'lng': -123.133059}",85.33,5.0
81,whale-watching_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.12451, 'lng': -123.1840089}",138.5,4.5
82,ultimate_day_tour_to_victoria,canada,british_columbia,vancouver,"{'lat': 48.4227209, 'lng': -123.3689786}",363.56,4.5
83,halifax_harbour_hopper_tour,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",42.67,4.5
84,whistler_and_sea_to_sky_gondola_tour,canada,british_columbia,vancouver,"{'lat': 49.284609, 'lng': -123.108474}",189.0,5.0
85,victoria_zodiac_boat_whale_watching_tour,canada,british_columbia,vancouver_island,"{'lat': 48.4222022, 'lng': -123.3796261}",122.0,4.5
86,whale_watching_tour_from_granville_island_in_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2713184, 'lng': -123.1363136}",141.75,4.5
87,tall_ship_silva_sailing_cruise,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",39.0,3.5
88,quebec_city_historic_discoverers_cruise,canada,quebec,quebec_city,"{'lat': 45.502452, 'lng': -73.5523778}",44.83,4.0
89,1-hour_toronto_harbour_tour_with_live_narration,canada,ontario,toronto,"{'lat': 43.639796, 'lng': -79.3800798}",21.24,5.0
90,vancouver_island's_ultimate_full_day_whale_and_wildlife_tour,canada,british_columbia,vancouver_island,"{'lat': 48.7403799, 'lng': -123.6191421}",274.05,-1.0
91,victoria_day_trip_from_seattle_with_butchart_gardens,united_states,washington_(wa),seattle,nil,271.29,4.5
92,full-day_whale_watching_cruise_from_quebec,canada,quebec,quebec_city,"{'lat': 45.502452, 'lng': -73.5523778}",159.8,4.5
93,victoria_whale_watch_tour,canada,british_columbia,vancouver_island,"{'lat': 48.4255917, 'lng': -123.3695807}",114.45,4.5
94,victoria_to_vancouver_tour_with_butchart_gardens_admission_and_sunset_cruise_to_vancouver,canada,british_columbia,vancouver_island,"{'lat': 48.4227209, 'lng': -123.3689786}",143.07,5.0
95,vancouver_harbor_sightseeing_cruise,canada,british_columbia,vancouver,"{'lat': 49.29419, 'lng': -123.133059}",40.9,4.5
96,4-day_vancouver_island_explorer_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2788333, 'lng': -123.1232148}",592.2,-1.0
97,whale_watching_excursion_with_transportation_from_quebec_city,canada,quebec,quebec_city,"{'lat': 46.8131324, 'lng': -71.2056118}",155.25,-1.0
98,tall_ship_silva_deckhand_for_a_day,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",22.99,-1.0
99,"vip_whale_watching,_basilica_by_private_car_tour",canada,quebec,quebec_city,nil,216.76,-1.0
100,lobsters_&_lighthouses,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",42.57,-1.0
101,port_renfrew_whale_&_wildlife_watching,canada,british_columbia,vancouver_island,"{'lat': 48.4222022, 'lng': -123.3796261}",149.0,-1.0
102,voyageur_canoe_and_horseback_ride,canada,alberta,things_to_do_in_kananaskis_country,"{'lat': 50.9183584, 'lng': -115.147942}",120.0,-1.0
103,tofino_2-day_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",412.0,-1.0
104,become_a_voyageur_-_canoe_tour,canada,alberta,things_to_do_in_kananaskis_country,"{'lat': 50.9183584, 'lng': -115.147942}",49.0,-1.0
105,vancouver_island_half_day_whale_and_wildlife_tour,canada,british_columbia,vancouver_island,"{'lat': 48.7403799, 'lng': -123.6191421}",140.7,-1.0
106,"half-day_whale_watching_(telegraph_cove,_bc)",canada,british_columbia,vancouver_island,"{'lat': 48.4227209, 'lng': -123.3689786}",143.07,-1.0
107,"sunset_whale_watching_(victoria,_bc)",canada,british_columbia,vancouver_island,"{'lat': 48.4227209, 'lng': -123.3689786}",143.07,-1.0
108,vip_three_day_whale_watching_sea_kayaking_basilica_is_orleans_private_car_tour,canada,quebec,quebec_city,nil,503.04,-1.0
109,"vip_two_day_whale_watching,_sea_kayaking,_basilica,_by_private_car_tour",canada,quebec,quebec_city,nil,312.19,-1.0
110,2_hour_quickie_adventure,canada,nova_scotia,things_to_do_in_earltown,nil,57.5,-1.0
111,3_hour_whale_watching_tour,canada,british_columbia,vancouver_island,"{'lat': 48.6488242, 'lng': -123.3946395}",129.0,5.0
112,best_of_montreal_full_day_tour,canada,quebec,montreal,nil,339.0,-1.0
113,discovery_niagara_falls_usa_winter_tour,united_states,new_york_(ny),niagara_falls,"{'lat': 43.0851909, 'lng': -79.059248}",156.77,-1.0
114,keji_southern_lakes_canoe_trip_-_3_day,canada,nova_scotia,things_to_do_in_earltown,nil,684.25,-1.0
115,frozen_ocean_canoe_trip_-3_day,canada,nova_scotia,things_to_do_in_earltown,nil,684.25,-1.0
116,rental_of_a_boat_on_the_st._lawrence_river_-_quebec_city,canada,quebec,quebec_city,nil,-1.0,-1.0
118,seals_&_smiles_tour,canada,british_columbia,things_to_do_in_pender_island,"{'lat': 48.8002755, 'lng': -123.3109432}",68.25,-1.0
119,cabot_trail_and_cape_breton_tour,canada,nova_scotia,halifax_region,nil,-1.0,-1.0
120,cape_breton_&_newfoundland_tour,canada,nova_scotia,halifax_region,nil,-1.0,-1.0
121,ucluelet_harbour_kayaking_tour,canada,british_columbia,vancouver_island,"{'lat': 48.936092, 'lng': -125.537252}",89.0,-1.0
122,gems_of_niagara_falls_small-group_tour,canada,ontario,niagara_falls,"{'lat': 43.6704097, 'lng': -79.3872779}",197.75,5.0
123,granite_falls_zodiac_tour,canada,british_columbia,vancouver,"{'lat': 49.27173, 'lng': -123.1366559}",103.95,5.0
124,summer_sunset_whales_and_wildlife_tour_in_vancouver_island,canada,british_columbia,vancouver_island,"{'lat': 48.4265936, 'lng': -123.3709212}",126.95,5.0
125,downtown_vancouver_sightseeing_cruise_in_a_zodiac_vessel,canada,british_columbia,vancouver,"{'lat': 48.4227209, 'lng': -123.3689786}",69.57,5.0
126,le_bateau-mouche_sightseeing_cruise_in_montreal,canada,quebec,montreal,"{'lat': 45.5066947, 'lng': -73.5499128}",29.89,4.5
127,niagara_falls_small-group_tour_from_toronto,canada,ontario,toronto,"{'lat': 43.6704097, 'lng': -79.3872779}",254.25,5.0
128,victoria_and_butchart_gardens_by_helicopter_and_speed_boat,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",579.0,5.0
129,victoria_whale_watching_tour_by_zodiac,canada,british_columbia,vancouver_island,"{'lat': 48.4255917, 'lng': -123.3695807}",114.45,4.5
130,bateau-mouche_dinner_cruise,canada,quebec,montreal,"{'lat': 45.5066947, 'lng': -73.5499128}",142.57,-1.0
131,quebec_city_dinner_cruise,canada,quebec,quebec_city,"{'lat': 45.502452, 'lng': -73.5523778}",142.56,4.0
132,lake_minnewanka_cruise,canada,alberta,canadian_rockies,"{'lat': 51.417637, 'lng': -116.217007}",67.2,4.5
133,halifax_dinner_cruise,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",92.56,3.5
134,whale_watching_and_butchart_gardens,canada,british_columbia,vancouver_island,"{'lat': 48.4222022, 'lng': -123.3796261}",185.0,-1.0
135,summer_whale_watching_on_vancouver_island,canada,british_columbia,vancouver_island,"{'lat': 48.4265936, 'lng': -123.3709212}",145.95,5.0
136,montreal_dinner_cruise,canada,quebec,montreal,"{'lat': 45.502452, 'lng': -73.5523778}",142.56,4.0
137,newfoundland_puffin_and_whale_watch_cruise,canada,newfoundland_and_labrador,things_to_do_in_bay_bulls,nil,72.0,5.0
138,rivière-du-loup_whale-watching_cruise,canada,quebec,things_to_do_in_quebec_city,nil,80.47,-1.0
139,victoria_semi_covered_sunset_whale-watching_tour,canada,british_columbia,vancouver_island,"{'lat': 48.4225678, 'lng': -123.3824385}",130.2,-1.0
140,jasper_city_sightseeing_tour_and_maligne_lake_cruise,canada,alberta,canadian_rockies,"{'lat': 51.1306919, 'lng': -114.0066346}",198.45,5.0
141,4-hour_eagle_viewing_river_float_trip_from_squamish_with_lunch,canada,british_columbia,squamish,"{'lat': 49.749151, 'lng': -123.133378}",125.99,5.0
142,victoria_4_ever_wild_sunset_whale-watching_tour,canada,british_columbia,vancouver_island,"{'lat': 48.4225678, 'lng': -123.3824385}",130.2,5.0
143,toronto_harbour_sightseeing_cruise,canada,ontario,toronto,"{'lat': 43.638887, 'lng': -79.380352}",29.32,4.5
144,lake_george_luncheon_or_sightseeing_cruise_aboard_the_lac_du_saint_sacrement,united_states,new_york_(ny),lake_george,nil,29.99,4.5
145,lady_muskoka_boat_cruise,canada,ontario,peterborough_&_the_kawarthas,"{'lat': 45.03056, 'lng': -79.314097}",42.94,4.0
146,victoria_and_butchart_gardens_by_seaplane_and_speed_boat,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",489.0,5.0
147,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",canada,ontario,toronto,"{'lat': 43.6837428, 'lng': -79.5929134}",260.0,4.5
148,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,canada,british_columbia,vancouver,"{'lat': 48.4227209, 'lng': -123.3689786}",447.57,5.0
149,vancouver_to_victoria_by_seaplane_and_ferry,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",289.0,4.5
150,victoria_whale_watching_tour_on_a_covered_vessel,canada,british_columbia,vancouver_island,"{'lat': 48.4222022, 'lng': -123.3796261}",122.0,4.0
151,toronto_inner_harbour_and_island_cruise,canada,ontario,toronto,nil,29.5,4.5
152,vancouver_full-day_sightseeing_and_photography_tour,canada,british_columbia,vancouver,"{'lat': 56.130366, 'lng': -106.346771}",249.0,5.0
153,maligne_lake_cruise,canada,alberta,canadian_rockies,"{'lat': 51.1306919, 'lng': -114.0066346}",82.95,5.0
154,howe_sound_sea_safari_cruise,canada,british_columbia,vancouver,nil,97.65,5.0
155,vancouver_to_victoria_whale_watching_&_butchart_gardens_with_return_by_speedboat,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",459.0,5.0
156,marine_wildlife_tour_with_expert_guides,canada,british_columbia,vancouver_island,"{'lat': 48.4224072, 'lng': -123.3670534}",110.0,5.0
157,heart_of_the_1000_islands_lunch_cruise,asia,indonesia,java,"{'lat': 44.2307614, 'lng': -76.4797292}",81.36,3.5
158,victoria_sunset_whale-watching_cruise,canada,british_columbia,vancouver_island,"{'lat': 48.4225678, 'lng': -123.3824385}",140.7,5.0
159,montreal_guided_sightseeing_cruise,canada,quebec,montreal,"{'lat': 45.502452, 'lng': -73.5523778}",39.08,3.5
160,niagara_falls_night_tour_with_dinner_and_cruise,canada,ontario,niagara_falls,"{'lat': 43.0857136, 'lng': -79.0824311}",189.0,4.5
161,4_hour_quickie_adventure,canada,nova_scotia,things_to_do_in_earltown,nil,92.0,-1.0
162,ottawa_river_historic_sightseeing_cruise,canada,quebec,things_to_do_in_ottawa,"{'lat': 45.4315573, 'lng': -75.7079349}",28.0,4.0
163,halifax_deep_sea_fishing,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",68.18,4.0
164,2-hour_1000_islands_dinner_cruise,asia,indonesia,java,"{'lat': 44.5876375, 'lng': -75.6811549}",54.95,-1.0
165,victoria_marine_wildlife_tour,canada,british_columbia,vancouver_island,"{'lat': 48.4225678, 'lng': -123.3824385}",112.35,5.0
166,saturday_afternoon_lunch_cruise,canada,ontario,toronto,"{'lat': 43.6365457, 'lng': -79.3961558}",67.8,-1.0
167,nanaimo_whale_watching_in_a_semi-covered_boat,canada,british_columbia,vancouver_island,"{'lat': 49.167386, 'lng': -123.9366418}",148.0,-1.0
168,interactive_pirate_cruise_from_granville_island,canada,british_columbia,vancouver,"{'lat': 49.27129, 'lng': -123.1366356}",34.5,5.0
169,vancouver_city_and_seals_scenic_boat_tour,canada,british_columbia,vancouver,"{'lat': 49.27173, 'lng': -123.1366559}",61.95,5.0
170,murphy's_dj_party_boat,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",23.08,1.0
171,rideau_canal_cruise,canada,ontario,ottawa,"{'lat': 45.4558462, 'lng': -75.6950408}",29.0,4.0
172,mont-tremblant_lake_cruise,canada,quebec,mont_tremblant,"{'lat': 46.2132909, 'lng': -74.5849902}",29.61,-1.0
173,sunset_cruise,canada,british_columbia,vancouver,"{'lat': 49.27173, 'lng': -123.1366559}",89.25,5.0
174,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,canada,quebec,mont_tremblant,"{'lat': 46.2132909, 'lng': -74.5849902}",98.29,5.0
175,5_day_broken_islands_kayaking_expedition,canada,british_columbia,vancouver_island,nil,-1.0,-1.0
176,"full-day_québec_city_adventure:_bike_tour,_sightseeing_cruise,_and_lunch",canada,quebec,montreal,"{'lat': 46.8135797, 'lng': -71.2017245}",125.0,5.0
177,wet_&_wild_elaho_exhilarator_&_sea_to_sky_gondola_combo_from_squamish,canada,british_columbia,squamish,"{'lat': 49.749151, 'lng': -123.133378}",215.24,5.0
178,dark_sky_canoe_trip_-_2_day,canada,nova_scotia,things_to_do_in_earltown,nil,454.25,-1.0
179,lake_rossignol_canoe_trip_-_3_day,canada,nova_scotia,things_to_do_in_earltown,nil,684.25,-1.0
180,keji_southern_lakes_canoe_trip_-_4_day,canada,nova_scotia,things_to_do_in_earltown,nil,914.25,-1.0
181,taste_of_the_tobeatic_canoe_trip_-_4_day,canada,nova_scotia,things_to_do_in_earltown,nil,-1.0,-1.0
182,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",569.0,4.5
183,ottawa_river_tours,canada,ontario,ottawa,"{'lat': 45.4558462, 'lng': -75.6950408}",27.0,4.0
184,wine_&_cheese_at_sunset,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",149.0,5.0
185,whale-watching_marine_wildlife_excursion_by_zodiac_boat,canada,newfoundland_and_labrador,things_to_do_in_trinity,"{'lat': 48.368514, 'lng': -53.357835}",80.0,4.5
186,heart_of_the_1000_islands_brunch_cruise,asia,indonesia,java,"{'lat': 44.2307614, 'lng': -76.4797292}",73.45,3.5
187,all-inclusive_niagara_falls_coach_tour,canada,ontario,toronto,nil,219.0,3.5
188,sea_to_sky_gondola_private_tour,canada,british_columbia,vancouver,"{'lat': 49.2602186, 'lng': -123.0201111}",593.75,-1.0
189,lake_louise_winter_sightseeing_gondola,canada,alberta,things_to_do_in_lake_louise,"{'lat': 51.4419206, 'lng': -116.1621717}",36.7,4.0
190,friday_night_wine_and_cheese_sail_in_toronto,canada,ontario,toronto,"{'lat': 43.637548, 'lng': -79.391232}",219.99,5.0
191,victoria_shore_excursion:_whale-watching_cruise_and_butchart_gardens_admission,canada,british_columbia,vancouver_island,"{'lat': 48.4227209, 'lng': -123.3689786}",174.56,5.0
192,whale-watching_cruise_from_victoria_and_butchart_gardens_admission,canada,british_columbia,vancouver_island,"{'lat': 48.4227209, 'lng': -123.3689786}",174.56,4.5
193,whale-watching_cruise_from_vancouver_to_victoria,canada,british_columbia,vancouver,"{'lat': 48.4227209, 'lng': -123.3689786}",248.06,4.5
194,whale-watching_cruise_from_victoria_to_vancouver,canada,british_columbia,vancouver_island,"{'lat': 48.4227209, 'lng': -123.3689786}",232.32,5.0
195,wildlife_on_the_bow,canada,alberta,canadian_rockies,"{'lat': 51.1772837, 'lng': -115.5727351}",56.7,-1.0
196,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,canada,british_columbia,vancouver,"{'lat': 48.4241277, 'lng': -123.3707833}",389.0,4.5
197,victoria_&_butchard_gardens_private_tour,canada,british_columbia,vancouver,nil,357.46,-1.0
198,vancouver_whale_watching_adventure,canada,british_columbia,vancouver,"{'lat': 49.2929184, 'lng': -123.1277908}",145.0,4.0
199,full_day_private_charter,canada,british_columbia,okanagan_valley,"{'lat': 49.887128, 'lng': -119.498472}",985.0,-1.0
